truck_id,order_id,node_id,node_type,event_type,truck_status,timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
T18,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-01 18:57:20,50.616164,25.571274,7.5,3.41,10.0,421.24,4.77,0,0.533,0.7393,2.6,153.5,0.1831,12.36,100.02,-1.15,1,5.17,1.18,0.0,1.0,0.6647,0.7388,Moderate Risk,8.76
T18,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 18:57:20,50.616164,25.571274,18.78,4.36,8.65,353.82,2.72,1,0.5495,0.8589,3.55,399.53,0.8109,10.59,100.02,-10.0,1,6.05,0.81,0.3467,1.0,0.8718,0.7653,High Risk,6.96
T17,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-01 19:11:44,50.616164,25.571274,10.71,3.38,10.0,339.02,3.12,1,0.44,0.5527,4.7,784.09,0.9213,12.42,100.02,-6.52,1,6.48,3.78,0.0,1.0,0.7837,0.8653,High Risk,6.43
T5,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-01 19:22:24,49.232675,20.570204,11.77,4.65,9.72,265.09,5.0,1,0.3629,1.0,9.47,550.23,0.4042,8.68,8831.48,-10.0,0,9.91,1.37,0.2803,1.0,0.8603,0.6464,High Risk,9.82
T5,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 19:22:24,49.232675,20.570204,13.41,3.38,10.0,443.29,2.43,1,0.4048,0.5921,8.38,1056.7,0.691,8.08,5894.14,-10.0,0,7.05,1.83,0.9494,0.899,0.7693,0.6621,High Risk,6.47
T7,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-01 19:46:10,49.232675,20.570204,16.31,1.77,10.0,400.63,5.0,1,0.8741,0.1175,9.34,950.44,0.272,6.88,10000.0,-10.0,0,2.93,1.35,0.3219,1.0,0.2549,0.3167,Low Risk,2.6
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 19:46:10,49.232675,20.570204,14.86,3.49,10.0,558.28,2.33,0,0.4301,0.6385,8.93,407.41,0.8279,9.2,7088.6,-10.0,1,5.7,1.08,0.3073,0.8891,0.7574,0.5949,Moderate Risk,5.05
T15,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-01 19:53:53,50.819308,17.39013,14.85,1.62,9.31,384.05,3.14,1,0.7418,0.3225,3.28,251.43,0.1438,8.07,5776.14,-10.0,1,5.85,1.7,0.0186,0.8776,0.3958,0.4164,Moderate Risk,3.98
T18,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 19:57:20,50.616164,25.571274,10.62,1.79,9.16,450.41,2.98,1,0.5875,0.2205,0.94,107.5,0.05,5.46,100.02,-10.0,1,4.51,1.85,0.1194,0.8348,0.3647,0.4065,Moderate Risk,4.95
T11,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-01 20:13:24,49.232675,20.570204,14.38,2.57,2.24,230.37,2.18,1,0.2631,0.8826,9.86,229.72,0.8417,14.18,9961.67,-7.96,0,8.72,3.48,0.0271,1.0,0.8679,0.965,High Risk,9.24
T9,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-01 20:17:32,50.616164,25.571274,13.81,2.19,4.56,511.4,2.49,0,0.5334,0.569,4.07,435.03,0.3687,10.46,7442.16,10.42,0,7.53,4.18,0.0,0.9889,0.7177,0.8053,High Risk,8.09
T5,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 20:22:24,49.232675,20.570204,10.1,-1.46,2.76,444.38,2.84,1,0.8094,0.0005,9.92,733.24,0.8809,1.75,6931.97,-10.0,1,2.09,1.95,1.0,1.0,0.1094,0.1535,Low Risk,-1.06
T16,ORD35,N2,NodeType.PORT,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-01 20:31:50,49.232675,20.570204,7.89,-2.0,3.61,463.76,5.0,1,0.801,0.0,9.2,971.88,0.0926,4.59,1924.73,-10.0,1,0.0,1.22,0.3881,0.9305,0.0006,0.2831,Low Risk,-1.07
T16,ORD35,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-01 20:31:50,49.232675,20.570204,6.38,2.26,5.53,343.7,2.51,1,0.7441,0.5686,9.61,608.9,0.1218,9.0,8023.2,-10.0,1,2.84,1.81,0.6164,1.0,0.614,0.4727,Moderate Risk,4.35
T10,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-01 20:39:43,50.819308,17.39013,16.56,1.08,2.06,322.02,4.27,1,0.551,0.3915,3.58,449.49,0.4023,8.04,1859.08,-8.76,1,3.16,1.84,0.0,0.8535,0.4245,0.508,Moderate Risk,3.78
T10,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-01 20:39:43,50.819308,17.39013,7.34,-1.61,2.53,277.85,3.63,1,0.7661,0.3102,3.88,1075.0,1.0,7.06,4433.91,-10.0,1,1.99,0.5,0.7988,1.0,0.2207,0.2754,Low Risk,2.64
T7,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 20:46:10,49.232675,20.570204,6.22,1.31,4.87,172.09,3.42,1,0.8575,0.0,10.0,107.5,0.2722,4.52,7899.16,-10.0,1,2.72,1.77,0.3805,1.0,0.2019,0.182,Low Risk,-0.63
T20,,N3,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-01 21:13:24,51.000415,16.043147,18.18,2.33,2.69,264.15,2.96,1,0.6591,0.6636,2.77,130.0,0.4214,11.01,5185.53,-10.0,0,5.98,3.91,0.2341,1.0,0.8311,0.6543,Moderate Risk,5.52
T11,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-01 21:25:16,49.232675,20.570204,5.35,0.92,1.4,363.85,4.32,0,0.8966,0.4114,10.0,112.42,1.0,6.51,100.02,-10.0,1,1.92,2.43,0.6164,1.0,0.2941,0.3668,Low Risk,1.7
T11,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 21:25:16,49.232675,20.570204,5.42,-1.03,1.69,467.22,2.73,1,0.9708,0.0,8.89,233.72,1.0,3.02,2371.17,-10.0,1,1.57,1.45,0.0,0.9424,0.1986,0.1773,Low Risk,0.85
T16,ORD35,N2,NodeType.PORT,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-01 21:31:50,49.232675,20.570204,6.46,0.99,3.77,281.84,3.39,1,0.5234,0.6023,9.82,852.52,0.2521,9.9,5345.47,-6.45,0,5.24,1.3,0.6866,1.0,0.6773,0.5018,Moderate Risk,3.47
T10,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-01 21:39:43,50.819308,17.39013,21.82,0.27,2.48,513.72,2.82,0,0.7287,0.4483,1.72,107.5,0.2802,8.16,10000.0,-10.0,1,3.56,0.5,0.5389,1.0,0.4193,0.3337,Low Risk,-0.3
T6,ORD39,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-01 22:16:25,50.616164,25.571274,15.6,1.07,5.12,382.82,4.14,1,0.8842,0.2768,1.95,940.96,0.9907,5.16,9132.16,-3.41,1,1.48,1.54,0.3289,1.0,0.0006,0.3491,Low Risk,1.01
T6,ORD39,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-01 22:16:25,50.616164,25.571274,6.53,1.54,3.12,357.26,2.85,0,0.6972,0.6341,3.08,161.33,0.7709,4.71,9018.56,-10.0,1,6.62,1.76,0.3247,0.9436,0.4506,0.2896,Moderate Risk,4.18
T2,,N5,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-01 22:18:56,50.449855,28.027718,12.38,-0.82,4.39,474.44,4.29,1,0.9447,0.028,1.97,529.79,0.0873,1.0,10000.0,-9.48,1,1.52,1.76,0.9626,1.0,0.0006,0.0451,Low Risk,-2.0
T2,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 22:18:56,50.449855,28.027718,5.86,2.05,3.46,341.06,3.15,1,0.7854,0.5962,2.8,723.65,1.0,6.9,7780.35,-3.43,1,3.88,1.26,0.6147,1.0,0.5095,0.3991,Moderate Risk,3.4
T11,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 22:25:16,49.232675,20.570204,9.93,-0.03,4.82,441.75,2.84,0,0.9261,0.0,9.51,443.14,0.8491,3.08,7413.14,-10.0,0,3.07,2.12,0.5678,1.0,0.2138,0.1758,Low Risk,-1.14
T4,,N1,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-01 22:29:30,50.450706,19.336495,7.98,0.36,2.51,347.77,2.91,1,0.3763,0.6199,9.92,756.39,0.5765,10.34,6226.55,-10.0,0,7.4,5.0,0.4955,0.9983,0.6625,0.7522,High Risk,9.52
T8,ORD17,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-01 22:29:39,50.616164,25.571274,5.62,-2.0,2.47,257.81,3.25,0,0.5789,0.023,3.67,689.69,0.0,9.83,5168.74,-10.0,1,3.67,4.72,0.6897,1.0,0.3588,0.5141,Moderate Risk,2.61
T6,ORD39,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-01 23:16:25,50.616164,25.571274,12.11,3.05,5.89,266.99,3.21,0,0.7227,0.5263,3.67,615.31,0.1148,4.09,2985.16,-10.0,1,2.78,1.52,0.3971,1.0,0.4211,0.2649,Low Risk,2.9
T2,,N5,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 23:18:56,50.449855,28.027718,5.35,-2.0,1.39,351.35,2.85,1,0.8389,0.1894,3.43,472.92,0.4729,5.73,4319.37,-10.0,1,3.57,1.52,0.8223,0.8645,0.2574,0.3734,Low Risk,0.98
T13,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-01 23:22:02,50.616164,25.571274,9.75,0.54,4.0,356.16,2.87,0,0.5767,0.2914,2.27,1058.22,0.7209,9.13,2717.41,-10.0,0,6.31,4.05,0.0335,0.7241,0.4731,0.6519,Moderate Risk,3.53
T4,,N1,NodeType.PORT,END_SERVICE,IDLE,2024-01-01 23:29:48,50.450706,19.336495,13.8,2.25,3.82,293.58,5.0,0,0.7315,0.7009,9.15,373.92,0.4067,7.17,1135.96,-10.0,1,3.0,1.53,0.9517,0.9774,0.342,0.4973,Low Risk,3.83
T4,,N1,NodeType.PORT,DEPART_NODE,IDLE,2024-01-01 23:29:48,50.450706,19.336495,13.11,-0.95,2.7,515.18,2.46,0,1.0,0.0,9.96,338.15,0.4252,2.72,3715.33,-10.0,1,0.16,1.7,0.0,1.0,0.1458,0.0724,Low Risk,-1.75
T20,,N3,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-01 23:57:05,51.000415,16.043147,5.68,2.47,2.71,266.79,5.0,0,0.4945,0.7224,4.07,340.72,0.4638,8.04,7833.04,-8.74,1,5.31,1.83,0.545,0.8839,0.5255,0.5256,Moderate Risk,5.07
T20,,N3,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 23:57:05,51.000415,16.043147,5.59,-0.67,2.35,324.44,2.99,1,0.7903,0.1916,5.66,475.32,0.2636,2.05,1996.08,-8.28,0,3.74,1.71,1.0,1.0,0.1904,0.1549,Low Risk,-0.21
T14,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-01 23:57:20,50.616164,25.571274,13.72,1.95,3.39,360.79,4.96,1,0.572,1.0,2.99,969.78,0.6278,10.44,5694.92,-10.0,1,5.36,1.27,0.174,1.0,0.6859,0.5258,Moderate Risk,2.94
T14,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-01 23:57:20,50.616164,25.571274,5.85,0.36,3.42,467.61,2.66,0,1.0,0.2104,4.06,503.25,0.828,5.32,10000.0,-10.0,1,1.43,0.97,0.0,0.8766,0.0905,0.2611,Low Risk,1.69
T4,,N1,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 00:29:48,50.450706,19.336495,7.6,0.31,4.15,331.57,2.85,1,0.7104,0.3867,8.34,298.64,0.4181,6.0,4909.0,-10.0,1,2.95,1.43,0.0781,1.0,0.4358,0.3922,Low Risk,2.25
T10,,N10,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 00:43:51,51.520734,16.653039,5.24,-0.1,0.94,452.07,2.54,1,0.4664,0.336,2.88,468.45,0.994,12.03,9449.14,-10.0,0,7.02,3.25,0.2854,1.0,0.5372,0.6983,Moderate Risk,9.56
T20,,N3,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 00:57:05,51.000415,16.043147,5.75,2.25,3.0,445.19,2.67,0,0.4145,1.0,1.89,107.5,0.2248,7.57,6430.5,-10.0,1,6.02,1.82,0.1735,1.0,0.7071,0.4982,Moderate Risk,5.12
T14,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 00:57:20,50.616164,25.571274,8.33,3.09,2.58,317.86,2.67,1,0.7413,0.7344,4.62,632.97,0.1804,5.57,7932.6,-8.32,1,3.97,1.98,0.5805,1.0,0.5007,0.3655,Moderate Risk,3.73
T17,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 01:00:48,50.616164,25.571274,7.26,2.28,3.49,303.37,4.9,1,0.5412,0.8905,3.24,187.66,0.5749,6.52,8018.24,-10.0,1,5.5,0.92,0.0,0.9007,0.718,0.5591,Moderate Risk,4.27
T17,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 01:00:48,50.616164,25.571274,15.9,1.44,3.64,324.53,2.53,1,0.7933,0.6001,2.01,107.5,0.2921,4.88,5529.86,-10.0,1,2.95,0.66,0.0908,1.0,0.4425,0.3327,Low Risk,3.17
T5,,N11,NodeType.HUB,ARRIVAL_NODE,IDLE,2024-01-02 01:03:15,47.588496,22.556025,15.05,0.51,4.74,474.7,3.24,0,0.4933,0.0623,1.61,1300.0,0.5866,9.2,4801.38,-10.0,0,6.99,4.76,0.9354,0.994,0.3512,0.4889,Moderate Risk,4.23
T17,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 02:00:48,50.616164,25.571274,9.42,0.4,3.27,257.31,2.85,0,0.5655,0.5818,3.64,715.09,0.2897,6.3,9994.58,-10.0,1,3.62,2.07,0.3215,1.0,0.4909,0.3366,Low Risk,4.16
T12,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 02:01:32,50.616164,25.571274,5.74,-0.62,2.95,355.78,2.36,1,0.8424,0.2688,3.1,901.98,0.1892,10.31,6133.25,-10.0,1,4.13,3.72,0.0,1.0,0.4244,0.6033,Moderate Risk,6.27
T1,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 02:18:51,50.616164,25.571274,14.87,1.68,4.98,399.92,2.4,1,0.5475,0.684,2.61,400.85,0.308,8.51,4798.15,-5.27,1,6.68,3.75,0.2727,1.0,0.7295,0.7666,High Risk,7.94
T8,ORD17,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-02 02:23:01,50.616164,25.571274,20.31,0.36,3.72,535.86,4.85,0,0.8973,0.25,4.05,581.63,0.0894,6.74,3276.9,-6.26,1,2.73,2.01,0.0,0.8878,0.3137,0.4533,Low Risk,4.14
T8,ORD17,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 02:23:01,50.616164,25.571274,12.93,1.84,4.26,380.13,2.86,0,0.9652,0.5428,2.56,347.08,0.9434,5.72,1133.66,-10.0,1,3.4,1.66,0.0,0.9869,0.2991,0.2183,Low Risk,0.14
T9,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 02:27:52,50.616164,25.571274,8.57,1.24,4.33,408.93,5.0,1,0.733,0.5599,3.89,1075.0,0.3941,4.59,1025.31,-9.06,1,3.66,1.56,0.8379,1.0,0.4249,0.3406,Low Risk,0.28
T9,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 02:27:52,50.616164,25.571274,8.56,0.31,0.77,340.79,2.48,0,0.7331,0.5587,1.43,385.68,0.9734,5.13,10000.0,-9.62,1,3.46,2.73,0.0,1.0,0.5193,0.3599,Moderate Risk,3.83
T10,,N10,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 02:31:48,51.520734,16.653039,5.67,1.18,2.69,420.29,4.99,0,0.7284,0.6792,1.97,831.84,0.6937,4.61,7390.93,-10.0,1,3.32,1.27,0.035,1.0,0.2784,0.3282,Low Risk,3.36
T10,,N10,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 02:31:48,51.520734,16.653039,8.69,0.6,4.47,434.56,3.05,1,0.7535,0.4696,3.01,437.79,0.7686,8.81,8578.3,-7.05,1,3.3,1.43,0.4974,0.6877,0.3231,0.445,Low Risk,2.79
T18,,N2,NodeType.PORT,ARRIVAL_NODE,IDLE,2024-01-02 02:53:36,49.232675,20.570204,11.57,-0.73,2.53,352.68,2.39,0,0.7409,0.0,8.59,1300.0,0.356,7.82,7727.82,-3.66,1,4.65,4.46,0.3607,0.9967,0.174,0.4674,Low Risk,5.57
T8,ORD17,N6,NodeType.CUSTOMER,DEPART_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 03:23:01,50.616164,25.571274,7.67,-2.0,2.78,283.59,2.96,0,1.0,0.0,3.23,832.9,0.6925,3.9,721.17,-0.85,1,0.7,1.46,1.0,0.9301,0.0991,0.2339,Low Risk,3.61
T9,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 03:27:52,50.616164,25.571274,5.49,-1.19,1.96,305.57,2.31,0,0.9154,0.3014,3.81,243.37,0.8721,5.65,5899.52,-10.0,1,2.49,1.53,0.3807,1.0,0.2495,0.3035,Low Risk,2.76
T5,,N11,NodeType.HUB,END_SERVICE,IDLE,2024-01-02 03:33:55,47.588496,22.556025,11.68,0.79,3.72,387.02,4.64,0,0.8542,0.2349,3.04,416.52,0.6972,5.74,6798.35,-10.0,1,2.67,1.9,0.4388,1.0,0.1949,0.3812,Low Risk,4.47
T5,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 03:33:55,47.588496,22.556025,9.55,0.8,1.66,603.07,2.87,1,0.8044,0.5247,2.18,780.9,0.5806,4.99,10000.0,-10.0,1,3.13,1.56,0.1656,0.8385,0.2395,0.3212,Low Risk,2.49
T20,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 03:42:14,50.819308,17.39013,5.51,0.71,2.04,350.17,3.5,0,0.5412,0.329,1.43,750.41,0.0839,7.88,3795.56,-6.54,0,7.37,4.56,0.7574,1.0,0.5637,0.5121,Moderate Risk,1.91
T4,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 04:18:33,50.819308,17.39013,5.64,-0.35,2.55,457.12,3.11,1,0.5636,0.3548,3.37,724.99,0.3328,9.68,10000.0,-10.0,1,5.02,4.16,0.7475,0.989,0.4032,0.5676,Moderate Risk,5.6
T13,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 04:18:34,50.616164,25.571274,7.98,0.08,3.43,138.19,3.7,0,0.7466,0.645,3.56,274.63,0.0,5.59,5198.33,-3.12,1,3.49,1.4,0.706,0.9732,0.399,0.4017,Low Risk,4.41
T13,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 04:18:34,50.616164,25.571274,5.41,0.91,1.64,418.77,3.57,0,0.747,0.6733,2.05,311.41,1.0,8.89,6353.94,-1.46,1,4.74,1.54,0.676,0.9674,0.5346,0.4094,Moderate Risk,3.09
T5,,N11,NodeType.HUB,DEPART_NODE,IDLE,2024-01-02 04:33:55,47.588496,22.556025,5.67,1.78,2.69,431.66,2.21,1,1.0,0.6939,3.07,368.87,0.8621,11.14,3052.14,-10.0,1,3.99,0.5,0.7621,0.9279,0.5145,0.6097,Moderate Risk,6.24
T18,,N2,NodeType.PORT,END_SERVICE,IDLE,2024-01-02 04:37:03,49.232675,20.570204,13.39,1.58,4.08,459.46,4.54,0,0.6726,0.6139,8.76,228.57,0.1791,7.77,8528.04,-6.03,1,3.15,1.92,0.8155,1.0,0.4132,0.4609,Low Risk,3.04
T18,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 04:37:03,49.232675,20.570204,11.79,2.37,2.55,409.97,2.84,1,0.617,0.8959,9.67,358.85,0.2474,12.01,9387.69,-10.0,1,6.01,1.46,0.4918,0.9325,0.7522,0.7247,Moderate Risk,6.91
T12,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 04:38:27,50.616164,25.571274,5.99,1.27,1.23,433.07,5.0,0,0.6546,0.6566,3.05,439.64,0.3384,4.64,4711.65,-10.0,1,4.01,1.97,1.0,0.8304,0.4706,0.3168,Low Risk,0.68
T12,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 04:38:27,50.616164,25.571274,7.55,0.23,2.38,349.85,2.83,0,0.6815,0.2956,2.55,611.7,0.5219,4.21,4516.05,-10.0,0,4.14,1.61,0.4164,1.0,0.3215,0.3354,Low Risk,1.47
T13,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 05:18:34,50.616164,25.571274,5.76,-0.18,3.03,421.71,2.87,0,1.0,0.1641,3.95,892.76,0.0,3.94,5128.65,-10.0,1,2.53,2.26,0.8534,0.9632,0.2932,0.2065,Low Risk,1.98
T10,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 05:36:02,50.819308,17.39013,12.02,0.61,4.41,313.61,2.74,1,0.3915,0.4996,4.53,677.93,0.7082,10.96,8259.44,-10.0,1,6.84,4.47,0.6008,0.8722,0.6377,0.7457,Moderate Risk,8.73
T11,,N9,NodeType.INSPECTION,ARRIVAL_NODE,IDLE,2024-01-02 05:36:58,50.819308,17.39013,8.74,-0.8,2.88,441.84,2.66,0,0.6573,0.0,1.87,185.3,0.0528,9.52,10000.0,-10.0,1,5.95,4.44,0.0942,1.0,0.3963,0.5093,Moderate Risk,5.05
T18,,N2,NodeType.PORT,DEPART_NODE,IDLE,2024-01-02 05:37:03,49.232675,20.570204,11.34,2.38,3.41,409.19,2.96,1,0.8074,0.8149,7.77,747.89,0.9362,9.91,10000.0,-10.0,1,4.06,0.98,0.5856,1.0,0.6438,0.5408,Moderate Risk,5.3
T12,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 05:38:27,50.616164,25.571274,13.1,0.13,2.89,364.38,2.91,0,0.7882,0.0,3.69,909.96,0.017,1.0,3319.21,-10.0,0,1.48,0.96,0.5977,0.9601,0.1679,0.1779,Low Risk,-1.33
T3,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 05:50:38,50.616164,25.571274,9.71,0.18,3.42,282.85,2.67,1,0.549,0.1292,5.0,834.15,0.0,8.13,1806.75,-10.0,1,5.09,4.17,1.0,1.0,0.3963,0.505,Moderate Risk,4.94
T16,ORD35,N6,NodeType.CUSTOMER,ARRIVAL_NODE,EN_ROUTE_TO_PICKUP,2024-01-02 05:55:24,50.616164,25.571274,10.62,2.07,4.93,493.63,2.04,1,0.3471,0.7531,3.18,130.0,0.0,12.47,7687.14,-10.0,0,8.28,3.15,0.2636,1.0,0.7491,0.8073,High Risk,9.34
T7,,N6,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 06:02:10,50.616164,25.571274,9.56,0.64,4.05,558.93,3.01,0,0.6669,0.2174,2.9,130.0,0.2412,12.62,7043.98,-3.45,1,5.85,3.78,0.4154,0.8841,0.5032,0.769,Moderate Risk,7.54
T1,,N6,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 06:32:46,50.616164,25.571274,13.94,-1.69,2.71,192.58,4.37,0,0.8744,0.0,2.05,107.5,0.0447,2.94,10000.0,-10.0,1,1.4,0.99,0.1946,0.7654,0.0503,0.0809,Low Risk,-1.76
T1,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 06:32:46,50.616164,25.571274,9.29,-1.19,2.02,512.33,3.21,0,0.9559,0.0,4.14,701.5,1.0,2.85,1271.73,-10.0,1,2.48,1.61,0.7287,1.0,0.2583,0.2169,Low Risk,0.41
T20,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-02 06:35:34,50.819308,17.39013,8.15,-0.6,2.28,532.56,5.0,0,0.8212,0.1638,4.08,158.43,0.0,1.0,2384.41,-10.0,0,2.63,1.68,0.2304,1.0,0.1689,0.0043,Low Risk,-2.0
T20,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 06:35:34,50.819308,17.39013,5.89,-0.43,3.57,316.7,2.98,1,0.6021,0.2446,3.02,861.41,0.0,4.61,100.02,-10.0,1,3.19,1.14,0.1054,0.8994,0.2263,0.3251,Low Risk,2.24
T2,,N4,NodeType.CUSTOMER,ARRIVAL_NODE,IDLE,2024-01-02 06:39:13,51.931535,25.398253,5.76,3.17,3.04,411.58,2.9,0,0.498,1.0,1.63,632.85,0.5684,10.53,3543.03,-10.0,0,8.63,4.04,0.1673,0.9192,0.9258,0.7334,High Risk,7.35
T1,,N6,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 07:32:46,50.616164,25.571274,20.35,2.12,10.0,403.12,2.8,1,0.5301,0.5384,3.49,791.13,0.7543,9.55,8168.58,-10.0,1,5.65,1.36,0.65,0.9705,0.6369,0.6554,Moderate Risk,4.55
T2,,N4,NodeType.CUSTOMER,END_SERVICE,IDLE,2024-01-02 07:39:13,51.931535,25.398253,17.86,2.16,8.87,368.76,5.0,0,0.6676,0.1636,3.09,413.88,0.5083,6.51,5480.79,-10.0,1,3.9,1.96,0.7777,0.9588,0.4097,0.4124,Moderate Risk,4.77
T2,,N4,NodeType.CUSTOMER,DEPART_NODE,IDLE,2024-01-02 07:39:13,51.931535,25.398253,9.27,2.92,9.92,403.56,2.74,0,0.6657,0.7115,1.71,1035.2,0.0897,7.83,2690.44,-10.0,1,4.34,1.67,0.638,1.0,0.4879,0.5825,Moderate Risk,5.62
T4,,N9,NodeType.INSPECTION,END_SERVICE,IDLE,2024-01-02 08:02:43,50.819308,17.39013,10.75,3.76,10.0,513.41,4.63,1,0.5453,0.8306,2.0,564.7,0.0038,9.99,8989.91,-10.0,0,7.15,1.44,0.0,0.9677,0.7697,0.6303,High Risk,7.28
T4,,N9,NodeType.INSPECTION,DEPART_NODE,IDLE,2024-01-02 08:02:43,50.819308,17.39013,8.33,2.04,10.0,259.14,3.44,1,0.7907,0.0069,3.68,1027.59,0.2284,5.76,3280.6,-8.5,1,3.97,1.46,0.7043,1.0,0.2209,0.3688,Low Risk,2.55
T16,ORD35,N6,NodeType.CUSTOMER,END_SERVICE,EN_ROUTE_TO_PICKUP,2024-01-02 08:23:30,50.616164,25.571274,16.57,3.48,9.95,539.91,5.0,1,0.6348,0.3585,4.22,512.66,1.0,7.86,6997.08,-10.0,1,4.91,1.38,0.6257,1.0,0.4616,0.4929,Moderate Risk,4.44
